trip_id,date,time,day_of_week,is_weekend,source,destination,distance_km,travel_time_min,avg_speed,road_type,vehicle_type,traffic_level
18336,2016-06-19,13,6,1,"40.7223,-73.9975","40.7612,-73.9699",4.910859536883677,15.95,18.47345280332418,city,bike,Medium
18337,2016-04-06,14,2,0,"40.7542,-73.9826","40.7625,-73.986",0.9663259592412596,6.883333333333334,8.423180274257954,city,bus,High
18338,2016-03-17,11,3,0,"40.7886,-73.9669","40.7651,-73.978",2.77520726275781,14.55,11.444153660856948,city,car,Medium
18339,2016-05-09,8,0,0,"40.715,-74.016","40.7215,-74.0099",0.8869521399310961,3.4166666666666665,15.575744896350956,city,bike,Medium
18340,2016-03-31,15,3,0,"40.7237,-73.9989","40.7356,-73.9876",1.6301978050827215,10.45,9.359987397604142,city,car,High
18341,2016-02-03,3,2,0,"40.7609,-73.9838","40.7435,-73.9233",5.451110061238954,13.683333333333334,23.902553252692126,city,bus,Medium
18342,2016-02-15,19,0,0,"40.7507,-73.9944","40.7249,-73.9768",3.229399974701666,18.05,10.734847561335178,city,car,Medium
18343,2016-03-19,1,5,1,"40.7503,-73.9851","40.7405,-73.979",1.2048007425606637,7.8,9.267698019697413,city,bus,High
18344,2016-04-26,18,1,0,"40.7397,-73.9927","40.7316,-74.0063",1.457481863280723,5.25,16.65693558035112,city,car,Medium
18345,2016-02-14,1,6,1,"40.72,-73.9874","40.7306,-73.9831",1.233108023845446,7.4,9.998173166314427,city,bike,High
18346,2016-06-07,12,1,0,"40.7452,-73.9827","40.7438,-74.0062",1.985853293809528,16.4,7.265316928571444,city,bus,High
18347,2016-03-15,11,1,0,"40.7329,-73.9938","40.7399,-74.005",1.2232455421491117,7.633333333333334,9.615030462307427,city,bus,High
18348,2016-04-15,9,4,0,"40.7384,-73.9875","40.766,-73.955",4.112569110766738,19.8,12.462330638687083,city,bike,Medium
18349,2016-02-26,10,4,0,"40.7438,-73.9734","40.7493,-73.9694",0.6982601211764932,2.1333333333333333,19.63856590808887,city,bike,Medium
18350,2016-04-09,16,5,1,"40.7399,-73.9951","40.761,-73.9985",2.363629228908918,18.25,7.770835821070416,city,bike,High
18351,2016-06-13,18,0,0,"40.771,-73.9837","40.721,-74.0027",5.785561344332659,28.016666666666666,12.390256299582136,city,bike,Medium
18352,2016-06-03,17,4,0,"40.7312,-73.982","40.7373,-73.9962",1.3753466776720966,4.8,17.19183347090121,city,bus,Medium
18353,2016-03-02,16,2,0,"40.7616,-73.9939","40.7533,-73.9783",1.6056953663456224,16.083333333333332,5.990158879631338,city,bike,High
18354,2016-03-23,18,2,0,"40.7577,-73.9897","40.7551,-73.9789",0.9545121652548644,10.8,5.302845362527024,city,bus,High
18355,2016-06-04,16,5,1,"40.7374,-73.9968","40.7486,-73.9907",1.3472470643187913,4.333333333333333,18.654190121337113,city,bike,Medium
18356,2016-05-25,19,2,0,"40.7738,-73.871","40.7034,-73.8275",8.643575152847145,21.433333333333334,24.196633398327933,city,bike,Medium
18357,2016-02-14,11,6,1,"40.764,-73.9774","40.732,-74.0026",4.1433717521692985,20.133333333333333,12.347796612425062,city,car,Medium
18358,2016-03-23,0,2,0,"40.7389,-73.9872","40.7573,-73.9899",2.058590222971744,9.866666666666667,12.518454058611956,city,car,Medium
18359,2016-04-21,7,3,0,"40.77,-73.9645","40.787,-73.9538",2.0940399699025685,6.666666666666667,18.846359729123115,city,bike,Medium
18360,2016-04-03,20,6,1,"40.77,-73.8637","40.7182,-73.945",8.94911541452156,13.816666666666666,38.86226235497903,city,bus,Low
18361,2016-05-28,19,5,1,"40.7401,-74.0059","40.7483,-73.9899",1.6273453797664266,12.233333333333333,7.98153047296885,city,bus,High
18362,2016-06-23,14,3,0,"40.7644,-73.9575","40.7635,-73.9736",1.359625335956273,15.483333333333333,5.268731118883298,city,bike,High
18363,2016-04-17,8,6,1,"40.7439,-73.9733","40.7509,-73.9911",1.6894684517418312,6.483333333333333,15.635183615091497,city,bike,Medium
18364,2016-03-24,5,3,0,"40.7101,-74.0096","40.7427,-73.9929",3.8885326495746373,7.416666666666667,31.457792221277963,city,car,Low
18365,2016-03-06,19,6,1,"40.7181,-73.9999","40.6784,-73.8842",10.706295319156006,41.233333333333334,15.579087772417791,city,bike,Medium
18366,2016-03-27,2,6,1,"40.7213,-73.9974","40.7674,-73.9822",5.283605058176182,17.633333333333333,17.978240273567348,city,bus,Medium
18367,2016-02-03,15,2,0,"40.737,-73.9785","40.7502,-73.995",2.021533642661183,16.216666666666665,7.479466714882077,city,bus,High
18368,2016-04-10,19,6,1,"40.74,-73.9761","40.7506,-73.9833",1.3255788991871555,9.35,8.506388657885491,city,car,High
18369,2016-03-28,13,0,0,"40.7604,-73.9713","40.7741,-73.9488",2.431277775908573,14.716666666666667,9.912344273239935,city,car,High
18370,2016-04-07,23,3,0,"40.7151,-74.0164","40.7331,-74.0034",2.2817064642104485,9.45,14.487025169590149,city,bus,Medium
18371,2016-02-04,12,3,0,"40.7502,-73.9915","40.7145,-74.0144",4.413767861343027,23.05,11.489200506749745,city,car,Medium
18372,2016-01-09,17,5,1,"40.786,-73.9786","40.775,-73.9814",1.2456575858509005,5.633333333333334,13.267358902553969,city,bike,Medium
18373,2016-01-02,18,5,1,"40.7544,-73.9786","40.7372,-73.9887",2.093276355063275,7.516666666666667,16.70907955261151,city,bike,Medium
18374,2016-06-09,16,3,0,"40.7244,-74.0047","40.7548,-73.9917",3.5533351412574743,24.816666666666666,8.591005042664142,city,bike,High
18375,2016-05-10,6,1,0,"40.7813,-73.9814","40.8404,-73.9429",7.3269971622392625,10.6,41.47356884286375,city,bike,Low
18376,2016-02-13,21,5,1,"40.7737,-73.9851","40.7802,-73.9841",0.7276553814693871,2.5166666666666666,17.348075319799957,city,car,Medium
18377,2016-04-22,13,4,0,"40.7643,-73.9541","40.7644,-73.9554",0.11004817108992794,1.4833333333333334,4.451386695772366,city,car,High
18378,2016-02-07,23,6,1,"40.6844,-73.9921","40.6975,-73.9929",1.4582143178638929,4.033333333333333,21.692444397975265,city,bus,Medium
18379,2016-05-12,13,3,0,"40.7619,-73.966","40.7653,-73.964",0.41388836559350306,3.783333333333333,6.563868353024718,city,bus,High
18380,2016-06-02,19,3,0,"40.7446,-73.9852","40.7616,-73.966",2.487747616523524,16.033333333333335,9.30965844021277,city,bike,High
18381,2016-01-03,12,6,1,"40.7699,-73.9515","40.7623,-73.9607",1.1465041954436923,3.8666666666666667,17.790582343091778,city,bike,Medium
18382,2016-03-11,23,4,0,"40.7502,-73.9838","40.7407,-74.0077",2.2736982553632563,13.316666666666666,10.244447708770617,city,car,Medium
18383,2016-04-02,16,5,1,"40.7496,-73.9878","40.7629,-73.9697",2.1240023202579197,6.75,18.88002062451484,city,bus,Medium
18384,2016-04-19,19,1,0,"40.7371,-73.9962","40.731,-73.9997",0.739623527269361,3.966666666666667,11.187582765418906,city,car,Medium
18385,2016-02-28,1,6,1,"40.7632,-73.9823","40.7594,-73.9678",1.2922671007791189,6.166666666666667,12.573409629202237,city,bike,Medium
18386,2016-04-07,19,3,0,"40.7357,-73.998","40.7483,-73.9887",1.605251803701319,5.633333333333334,17.097356489126472,city,bike,Medium
18387,2016-06-07,10,1,0,"40.7737,-73.871","40.7328,-73.9775",10.057790194131698,35.583333333333336,16.959271521720897,city,bike,Medium
18388,2016-06-18,18,5,1,"40.7793,-73.9537","40.8046,-73.9658",2.9919688035844487,12.35,14.535880827130924,city,car,Medium
18389,2016-03-29,13,1,0,"40.7372,-73.9904","40.7531,-73.993",1.7815154144824765,16.833333333333332,6.349955932808827,city,bus,High
18390,2016-06-17,11,4,0,"40.7481,-73.9713","40.734,-73.9888",2.1521766546209427,13.233333333333333,9.757979794251126,city,bike,High
18391,2016-05-12,8,3,0,"40.7324,-73.99","40.7333,-74.0074",1.4695199930362295,15.183333333333334,5.807104253491138,city,car,High
18392,2016-06-10,20,4,0,"40.758,-73.9774","40.7434,-73.9882",1.860975361581126,6.65,16.790755142085345,city,car,Medium
18393,2016-05-02,18,0,0,"40.7899,-73.9661","40.7801,-73.9751",1.3272657005585056,5.883333333333334,13.535854170001755,city,bus,Medium
18394,2016-06-07,20,1,0,"40.7596,-73.9152","40.7498,-73.8627",4.554435020700773,17.4,15.704948347244047,city,bike,Medium
18395,2016-02-12,10,4,0,"40.7048,-74.0162","40.7703,-73.8648",14.68875668848484,29.083333333333332,30.30345219400884,city,bike,Low
18396,2016-02-15,7,0,0,"40.739,-73.9872","40.7446,-73.9109",6.458194332162635,19.916666666666668,19.455648197310026,city,bus,Medium
18397,2016-06-29,21,2,0,"40.7591,-73.9727","40.7844,-73.9562",3.13765470784497,9.4,20.027583241563637,city,bike,Medium
18398,2016-04-15,11,4,0,"40.7509,-73.9943","40.7511,-73.974",1.7101377579308885,17.366666666666667,5.908345420874471,city,bus,High
18399,2016-05-30,16,0,0,"40.6837,-73.9762","40.7171,-73.9479",4.414144634424201,12.033333333333333,22.00958543480211,city,car,Medium
18400,2016-01-10,12,6,1,"40.7831,-73.9508","40.765,-73.9827",3.35653755406058,15.283333333333333,13.177246668067706,city,car,Medium
18401,2016-01-17,20,6,1,"40.7554,-73.9783","40.7387,-73.9883",2.0391026222634308,5.75,21.277592580140144,city,car,Medium
18402,2016-02-21,20,6,1,"40.7454,-73.9889","40.7256,-73.9922",2.2191469557578594,13.333333333333334,9.986161300910366,city,bike,High
18403,2016-02-23,19,1,0,"40.6484,-73.7852","40.7724,-73.9786",21.35047073646479,46.25,27.697907982440807,highway,bus,Low
18404,2016-05-25,18,2,0,"40.7561,-73.9723","40.7365,-73.9941",2.8500038759037007,20.95,8.162302269891267,city,bus,High
18405,2016-06-10,13,4,0,"40.7498,-73.9813","40.7461,-73.9446",3.118862407824083,19.75,9.475025036427594,city,car,High
18406,2016-03-11,18,4,0,"40.756,-73.9654","40.7575,-73.9805",1.2827453887880917,13.783333333333333,5.58389770210052,city,bus,High
18407,2016-06-25,6,5,1,"40.7708,-73.957","40.7511,-73.9907",3.5853305951318584,9.966666666666667,21.583930004138274,city,car,Medium
18408,2016-06-12,18,6,1,"40.7071,-74.0089","40.7591,-73.9839",6.15388596785658,16.633333333333333,22.19838625679728,city,bike,Medium
18409,2016-05-18,8,2,0,"40.7397,-73.9932","40.7417,-74.0061",1.1093341972880748,7.216666666666667,9.223101871217251,city,bus,High
18410,2016-04-25,18,0,0,"40.7809,-73.9814","40.7751,-73.9812",0.6451504044673175,3.2666666666666666,11.849701306542567,city,bike,Medium
18411,2016-04-15,12,4,0,"40.7849,-73.9682","40.7796,-73.9598",0.9206069182807449,3.716666666666667,14.861815721124133,city,car,Medium
18412,2016-02-03,11,2,0,"40.7689,-73.8627","40.7638,-73.9173",4.633067479175064,13.5,20.59141101855584,city,bike,Medium
18413,2016-05-10,14,1,0,"40.7779,-73.9597","40.7728,-73.9623",0.6078879031274314,2.533333333333333,14.397345074070742,city,bike,Medium
18414,2016-06-10,10,4,0,"40.7416,-73.9938","40.7475,-73.9783",1.4613281346149758,17.333333333333332,5.058443542897994,city,car,High
18415,2016-01-25,18,0,0,"40.759,-73.9873","40.7557,-73.968",1.6665018628873531,17.233333333333334,5.802134145449199,city,bus,High
18416,2016-03-21,14,0,0,"40.7777,-73.9796","40.77,-73.9909",1.2800430364866375,8.316666666666666,9.234779421546884,city,car,High
18417,2016-06-15,13,2,0,"40.6447,-73.7819","40.7397,-73.9811",19.840572668572346,57.1,20.848237480111045,highway,bus,Medium
18418,2016-01-22,5,4,0,"40.72,-73.9943","40.6921,-73.9321",6.092112171825458,18.4,19.86558316899606,city,car,Medium
18419,2016-06-01,12,2,0,"40.7806,-73.9766","40.768,-73.9819",1.4704207879607631,8.933333333333334,9.875960516154379,city,bus,High
18420,2016-06-27,23,0,0,"40.7429,-74.0005","40.6777,-74.0004",7.2499141168752415,18.733333333333334,23.220365498888672,city,car,Medium
18421,2016-05-22,13,6,1,"40.7808,-73.9469","40.8177,-73.96",4.24868214238267,25.033333333333335,10.18325946243516,city,bus,Medium
18422,2016-05-08,1,6,1,"40.7411,-73.9815","40.7074,-74.012",4.544021529872753,12.916666666666666,21.107712912957304,city,bike,Medium
18423,2016-01-28,14,3,0,"40.7562,-73.9831","40.7826,-73.9514",3.967859001482318,27.883333333333333,8.53813054712274,city,bike,High
18424,2016-03-02,10,2,0,"40.7821,-73.9719","40.7771,-73.9641",0.8604883468599532,6.233333333333333,8.282775531272277,city,bike,High
18425,2016-01-30,12,5,1,"40.7705,-73.9601","40.7791,-73.9623",0.9740550331838908,5.95,9.822403695972007,city,bus,High
18426,2016-02-03,14,2,0,"40.7177,-74.0005","40.7225,-73.9874",1.2262554671257895,11.9,6.182800674583812,city,car,High
18427,2016-05-17,22,1,0,"40.7512,-73.9942","40.7586,-73.9688",2.2922498656278476,9.866666666666667,13.939357290980155,city,bus,Medium
18428,2016-03-29,6,1,0,"40.7348,-73.9792","40.7373,-73.9967",1.5004397073076312,7.333333333333333,12.276324877971529,city,bike,Medium
18429,2016-05-18,6,2,0,"40.7648,-73.9585","40.7463,-73.9892",3.304303007356358,11.75,16.873036633309063,city,car,Medium
18430,2016-05-27,23,4,0,"40.7696,-73.8633","40.6575,-73.9553",14.679945160276118,42.05,20.94641402179708,city,bus,Medium
18431,2016-03-19,21,5,1,"40.7268,-73.98","40.73,-73.9991",1.6483206269709805,18.1,5.464046277251868,city,bike,High
18432,2016-03-04,10,4,0,"40.7461,-73.9846","40.7557,-73.9773",1.2319201245613112,6.616666666666666,11.171064101815418,city,bus,Medium
18433,2016-02-04,0,3,0,"40.7793,-73.9506","40.7511,-73.9711",3.579566878450847,6.233333333333333,34.45572396369799,city,bike,Low
18434,2016-03-31,17,3,0,"40.7796,-73.9535","40.7865,-73.9521",0.7762467969690512,2.5166666666666666,18.506546152904534,city,car,Medium
18435,2016-01-15,23,4,0,"40.7285,-74.0029","40.7799,-73.9807",6.013546028644284,20.466666666666665,17.62928803185621,city,bus,Medium
18436,2016-04-27,10,2,0,"40.7555,-73.9684","40.7698,-73.9588",1.7838415811883084,12.116666666666667,8.833328325004002,city,bike,High
18437,2016-06-15,11,2,0,"40.7639,-73.9923","40.7647,-73.9662",2.1999220449412573,12.583333333333334,10.4896945189252,city,bus,Medium
18438,2016-06-30,0,3,0,"40.7562,-73.991","40.7606,-73.9977",0.7468796362914887,3.9166666666666665,11.441560385741953,city,bike,Medium
18439,2016-03-15,23,1,0,"40.7254,-74.0036","40.6867,-73.9339",7.282593171018324,27.783333333333335,15.72725579823993,city,car,Medium
18440,2016-03-01,8,1,0,"40.7438,-73.9921","40.7603,-73.9805",2.078690502575486,8.033333333333333,15.525489230854252,city,bike,Medium
18441,2016-06-19,0,6,1,"40.7668,-73.9676","40.7569,-73.9734",1.2043456382499362,3.4166666666666665,21.14948437902327,city,car,Medium
18442,2016-05-29,19,6,1,"40.7517,-73.99","40.7502,-73.9992",0.7927184994091788,3.1666666666666665,15.019929462489705,city,bus,Medium
18443,2016-01-04,8,0,0,"40.7376,-73.981","40.7252,-73.9902",1.581794115610722,4.25,22.331211043916078,city,bike,Medium
18444,2016-02-28,21,6,1,"40.7845,-73.9496","40.7788,-73.9561",0.8373973903857553,3.25,15.45964413019856,city,bus,Medium
18445,2016-04-02,10,5,1,"40.6665,-73.9786","40.6792,-73.977",1.4186076194133266,5.983333333333333,14.225591726707453,city,bus,Medium
18446,2016-01-31,1,6,1,"40.7634,-73.9808","40.7498,-73.9915",1.7604418747934754,8.783333333333333,12.025788898019947,city,car,Medium
18447,2016-04-14,11,3,0,"40.7644,-73.9738","40.7438,-73.9912",2.7193786218807303,14.116666666666667,11.558161793117625,city,bike,Medium
18448,2016-01-11,14,0,0,"40.7789,-73.9778","40.7685,-73.985",1.305723965203639,4.716666666666667,16.609916165134628,city,bus,Medium
18449,2016-05-20,22,4,0,"40.7548,-73.9779","40.7689,-73.9676",1.7918393894230606,5.216666666666667,20.609015341607087,city,bus,Medium
18450,2016-04-03,16,6,1,"40.7791,-73.9559","40.7663,-73.9539",1.433224754442055,7.683333333333334,11.192210663755745,city,bike,Medium
18451,2016-06-06,23,0,0,"40.7608,-73.9873","40.7477,-73.9407",4.1867793614461934,19.016666666666666,13.209820947595352,city,bus,Medium
18452,2016-02-27,8,5,1,"40.7678,-73.9643","40.7773,-73.9827",1.8752732895605602,6.883333333333334,16.34620785089108,city,bike,Medium
18453,2016-06-14,8,1,0,"40.768,-73.9606","40.7556,-73.9681",1.5166216846601106,7.5,12.132973477280885,city,car,Medium
18454,2016-05-23,19,0,0,"40.7255,-73.9964","40.7134,-73.9565",3.6218006715776805,10.95,19.845483131932497,city,bike,Medium
18455,2016-03-02,7,2,0,"40.7384,-73.9854","40.7737,-73.8704",10.451493088909615,22.6,27.74732678471579,city,bike,Low
18456,2016-01-26,10,1,0,"40.7866,-73.9725","40.7836,-73.9792",0.6553465393873795,11.1,3.5424137264182676,city,bike,High
18457,2016-05-28,20,5,1,"40.7519,-73.9705","40.7577,-73.9819",1.1567152772222713,6.05,11.471556468320045,city,bus,Medium
18458,2016-02-29,13,0,0,"40.8073,-73.9585","40.7472,-73.9968",7.420272296199641,24.55,18.13508504162845,city,car,Medium
18459,2016-06-06,8,0,0,"40.7473,-73.9741","40.7351,-73.9897",1.8888166499995918,10.633333333333333,10.657899592474186,city,bike,Medium
18460,2016-03-19,19,5,1,"40.7412,-73.9978","40.7273,-73.9995",1.5522324686480866,13.733333333333333,6.781598163996495,city,bike,High
18461,2016-04-27,19,2,0,"40.7529,-73.9697","40.725,-73.9946",3.745065745667411,15.216666666666667,14.766962414460766,city,bus,Medium
18462,2016-06-28,15,1,0,"40.7725,-73.9649","40.7771,-73.9553",0.9566099116003874,5.283333333333333,10.863708775272539,city,car,Medium
18463,2016-01-28,22,3,0,"40.7398,-73.9934","40.8573,-73.9354",13.94778189452048,23.583333333333332,35.48552284118285,city,bus,Low
18464,2016-01-08,10,4,0,"40.7559,-73.9891","40.7134,-74.0112",5.07940586589344,23.666666666666668,12.877366983955199,city,car,Medium
18465,2016-06-18,18,5,1,"40.7763,-73.95","40.722,-73.9874",6.810419445493612,16.9,24.179003948498035,city,bike,Medium
18466,2016-01-09,1,5,1,"40.7231,-73.9891","40.7857,-73.9744",7.07007267951931,22.1,19.194767455708533,city,bike,Medium
18467,2016-02-08,11,0,0,"40.716,-74.0153","40.7304,-74.0",2.055794330137839,9.833333333333334,12.543829811010543,city,car,Medium
18468,2016-04-18,19,0,0,"40.7499,-73.9913","40.7231,-73.999",3.049824934084457,19.283333333333335,9.48951578453245,city,bike,High
18469,2016-02-24,11,2,0,"40.7501,-73.9752","40.7618,-73.9706",1.3574512061485455,14.133333333333333,5.762764554404203,city,car,High
18470,2016-04-22,7,4,0,"40.7581,-73.9657","40.756,-73.9846",1.6089526567141825,14.933333333333334,6.464541924298055,city,car,High
18471,2016-05-11,19,2,0,"40.7267,-73.9925","40.7607,-73.9864",3.8153943634258214,29.6,7.733907493430719,city,bus,High
18472,2016-04-02,7,5,1,"40.7445,-73.9967","40.7497,-73.9879",0.9401533136977243,4.866666666666666,11.590931264766464,city,car,Medium
18473,2016-05-01,0,6,1,"40.7322,-73.9847","40.7311,-74.0012",1.395670361555814,14.233333333333333,5.883387940984696,city,bike,High
18474,2016-03-17,8,3,0,"40.7777,-73.9434","40.7559,-73.9729",3.4710421486219527,21.183333333333334,9.831433308449276,city,bike,High
18475,2016-02-26,6,4,0,"40.7323,-73.9805","40.7616,-73.9864",3.295704804564135,17.833333333333332,11.08835261348681,city,car,Medium
18476,2016-01-22,14,4,0,"40.7534,-73.9781","40.7616,-73.9868",1.1697634816191682,10.766666666666667,6.518805779921061,city,bike,High
18477,2016-05-17,12,1,0,"40.7631,-73.9782","40.7706,-73.8653",9.544493514655,35.55,16.108849813763715,city,car,Medium
18478,2016-03-24,14,3,0,"40.7694,-73.9603","40.7697,-73.9685",0.691348678834347,5.466666666666667,7.587973304279418,city,bus,High
18479,2016-04-08,14,4,0,"40.7447,-73.9849","40.7583,-73.9655",2.2265240353319524,17.6,7.590422847722565,city,car,High
18480,2016-05-02,23,0,0,"40.7246,-73.9935","40.7223,-73.9918",0.2931396271125207,3.5,5.025250750500354,city,car,High
18481,2016-05-11,21,2,0,"40.7406,-74.0018","40.7475,-74.0039",0.7873776484838311,3.0166666666666666,15.660549914595537,city,bike,Medium
18482,2016-05-26,22,3,0,"40.7792,-73.9607","40.7508,-73.9917",4.097398832852432,16.566666666666666,14.839673841316655,city,bike,Medium
18483,2016-06-09,19,3,0,"40.7442,-73.992","40.7449,-74.0026",0.8963752837546846,5.95,9.039078491643878,city,bus,High
18484,2016-01-08,8,4,0,"40.7871,-73.968","40.7141,-74.0113",8.89906015529281,28.716666666666665,18.593509320402855,city,car,Medium
18485,2016-02-07,16,6,1,"40.7713,-73.9566","40.7837,-73.9502",1.4803870132553447,3.716666666666667,23.898624429234264,city,bike,Medium
18486,2016-06-23,19,3,0,"40.7505,-73.9743","40.7522,-73.9855",0.9621907361800307,10.683333333333334,5.403879329560235,city,car,High
18487,2016-04-29,12,4,0,"40.7209,-74.0101","40.7052,-74.0095",1.7464926480394034,11.383333333333333,9.205524938421453,city,bus,High
18488,2016-06-16,12,3,0,"40.7451,-73.9786","40.7499,-73.9811",0.5737827818361968,9.083333333333334,3.790124797450107,city,car,High
18489,2016-04-15,21,4,0,"40.7641,-73.9811","40.7955,-73.9359",5.164784865703929,13.85,22.374519273807635,city,bus,Medium
18490,2016-03-15,19,1,0,"40.7742,-73.9632","40.7584,-73.9636",1.7572027682817615,8.266666666666667,12.753891060109556,city,bus,Medium
18491,2016-04-06,18,2,0,"40.7273,-74.0071","40.7625,-73.9906",4.153557712997422,10.683333333333334,23.327313208721872,city,bus,Medium
18492,2016-02-21,9,6,1,"40.7683,-73.9825","40.7697,-73.994",0.9808849869598127,8.783333333333333,6.700542605418076,city,car,High
18493,2016-04-05,12,1,0,"40.7752,-73.9477","40.774,-73.9609",1.1195024511028668,8.066666666666666,8.326877735475868,city,car,High
18494,2016-06-18,6,5,1,"40.7865,-73.9687","40.7563,-73.991",3.8474944436649787,7.366666666666666,31.33705881718082,city,car,Low
18495,2016-06-18,17,5,1,"40.7192,-73.9972","40.7494,-73.9924",3.382353385084876,24.2,8.386000128309611,city,bus,High
18496,2016-06-15,18,2,0,"40.77,-73.9902","40.7537,-73.9746",2.2385990217396543,17.166666666666668,7.824229590546364,city,bus,High
18497,2016-04-16,15,5,1,"40.7445,-73.9848","40.6912,-74.1772",17.2642737256815,37.45,27.65971758453645,highway,bus,Low
18498,2016-06-02,14,3,0,"40.7467,-73.982","40.7447,-73.9917",0.8468767776391325,5.733333333333333,8.862663952037433,city,car,High
18499,2016-03-18,18,4,0,"40.7704,-73.8657","40.7484,-74.0056",12.034399393325968,39.18333333333333,18.427834034867498,city,bus,Medium
18500,2016-02-11,21,3,0,"40.7269,-73.9915","40.7368,-73.9818",1.371075244643552,3.95,20.826459412307116,city,car,Medium
18501,2016-02-24,11,2,0,"40.7083,-74.0112","40.7486,-73.9847",5.006706058578599,34.333333333333336,8.74958340334124,city,bus,High
18502,2016-05-07,15,5,1,"40.7629,-73.9894","40.7513,-73.9869",1.306936079761856,12.133333333333333,6.46287072409709,city,bus,High
18503,2016-03-20,4,6,1,"40.7258,-73.9942","40.7257,-73.9745",1.6601187227010874,7.95,12.529197907178018,city,bike,Medium
18504,2016-05-24,1,1,0,"40.7575,-73.9749","40.7467,-73.9918",1.8624488596617155,10.25,10.90213966631248,city,car,Medium
18505,2016-02-08,13,0,0,"40.7411,-74.0015","40.7452,-73.9936",0.8067172535390388,4.866666666666666,9.945829153221027,city,car,High
18506,2016-04-02,16,5,1,"40.7337,-73.9766","40.7355,-73.9855",0.7761377770042094,3.9166666666666665,11.889770200915548,city,bus,Medium
18507,2016-05-07,10,5,1,"40.7993,-73.9665","40.807,-73.9609",0.9773703634984462,1.9166666666666667,30.5959418138644,city,car,Low
18508,2016-02-26,20,4,0,"40.7403,-74.0079","40.7708,-73.9555",5.5661823110518265,33.35,10.014121099343615,city,car,Medium
18509,2016-01-10,13,6,1,"40.7372,-73.9814","40.7493,-73.9916",1.5964554489672063,14.1,6.793427442413644,city,bus,High
18510,2016-06-24,22,4,0,"40.7811,-73.9762","40.7601,-73.9796",2.352581488961276,8.4,16.804153492580543,city,bus,Medium
18511,2016-05-01,1,6,1,"40.7196,-73.9943","40.7569,-73.9697",4.636597601510012,22.566666666666666,12.327733652463841,city,car,Medium
18512,2016-01-13,9,2,0,"40.7167,-74.0147","40.7123,-74.0076",0.7729561090895388,21.85,2.12253393800331,city,bus,High
18513,2016-04-21,10,3,0,"40.7666,-73.9673","40.7583,-73.9745",1.104306586174306,9.916666666666666,6.68151884071849,city,bike,High
18514,2016-05-22,9,6,1,"40.757,-73.9783","40.7284,-74.0053",3.909934223262001,9.916666666666666,23.65674488024068,city,bus,Medium
18515,2016-02-11,22,3,0,"40.7288,-73.9939","40.7275,-73.9854",0.7306942053957253,5.016666666666667,8.73919979875286,city,bus,High
18516,2016-05-03,21,1,0,"40.7577,-73.9729","40.6715,-73.9612",9.635594047411962,30.533333333333335,18.934573455613023,city,bus,Medium
18517,2016-02-01,15,0,0,"40.7511,-73.9941","40.762,-73.9793",1.738675246263317,13.866666666666667,7.52311404633166,city,car,High
18518,2016-04-08,17,4,0,"40.7358,-73.9979","40.7425,-73.9928",0.8600345889673158,3.066666666666667,16.82676369718661,city,bus,Medium
18519,2016-01-31,13,6,1,"40.7937,-73.9671","40.7823,-73.9754",1.4474620034956711,4.216666666666667,20.596297282942352,city,car,Medium
18520,2016-04-08,16,4,0,"40.7734,-73.9641","40.8101,-73.959",4.103376817156644,16.616666666666667,14.816606360846457,city,bus,Medium
18521,2016-01-30,14,5,1,"40.7671,-73.9835","40.7787,-73.982",1.2960311121736792,5.233333333333333,14.858955426195047,city,bike,Medium
18522,2016-03-20,20,6,1,"40.767,-73.9626","40.7883,-73.9548",2.457828775952014,5.85,25.208500266174504,city,bus,Low
18523,2016-02-06,17,5,1,"40.7091,-74.0049","40.7219,-73.9973",1.5607867856661517,14.966666666666667,6.25705170200239,city,car,High
18524,2016-05-30,15,0,0,"40.7041,-74.0143","40.7536,-73.9749",6.427916270795115,15.666666666666666,24.617551675385545,city,bike,Medium
18525,2016-02-18,16,3,0,"40.7162,-74.0123","40.6451,-73.7765",21.397951531619896,62.3,20.60797900316523,highway,car,Medium
18526,2016-05-20,19,4,0,"40.6451,-73.7768","40.6849,-73.9592",16.008403494049077,45.13333333333333,21.281481749843675,highway,car,Medium
18527,2016-02-09,23,1,0,"40.7695,-73.9829","40.835,-73.9453",7.941169199345982,12.566666666666666,37.9153967077527,city,car,Low
18528,2016-01-26,21,1,0,"40.7513,-73.9862","40.7625,-73.979",1.3851917811710603,6.15,13.514066157766441,city,car,Medium
18529,2016-06-08,22,2,0,"40.7543,-73.9736","40.7756,-73.9842",2.5311075576658917,13.933333333333334,10.899506229183265,city,bike,Medium
18530,2016-01-25,9,0,0,"40.7627,-73.9816","40.7741,-73.8709",9.408284220197539,34.9,16.174700665096054,city,bike,Medium
18531,2016-06-03,9,4,0,"40.7533,-73.9783","40.756,-74.0024",2.0520600277686616,18.55,6.637390925397288,city,bus,High
18532,2016-01-17,21,6,1,"40.7623,-73.9663","40.7844,-73.9474",2.9277658092688625,4.65,37.77762334540468,city,car,Low
18533,2016-04-05,13,1,0,"40.7732,-73.9546","40.7502,-73.9795",3.3073741994817523,34.3,5.785494226498692,city,car,High
18534,2016-05-13,12,4,0,"40.7716,-73.9613","40.7526,-73.9702",2.2417361776855396,39.18333333333333,3.432688319722647,city,car,High
